Review	Helpful Reviews	Not Helpful Reviews	Alpha	IsHelpful(alpha>=0.5)	IsHelpful(alpha>=0.6)	IsHelpful(alpha>=0.7)	IsHelpful(alpha>=0.8)	IsHelpful(alpha>=0.9)
it's worst phone dnt buy any one no proper service center in Mysore there is 10 days replacement kk but after 10 day I got damage naturally what to do ... my phone is nt herring if I'm play music video nt herring y we buy phone in online there will be easy fr exchange replacement bt no replacement	2	2	0.5	1	0	0	0	0
"Flip kart is good, but mi ear phone is jack problem for mi every product... Seens 8months m help lesss"	1	1	0.5	1	0	0	0	0
"sometimes hanging, (software updates) download but not installed"	9	1	0.9	1	1	1	1	1
"There is issue of heating and battery backup Sounds quality and at a time not using 2 sim and sd card, hanging"	9	1	0.9	1	1	1	1	1
black colour better than golden	0	1	0	0	0	0	0	0
recieved defective product	1	1	0.5	1	0	0	0	0
Bad service. i didn't think that flipkart return service is too bad. i am not satisfied with service. nobody given proper response. Totally Dissatisfied..	2	1	0.666666667	1	1	0	0	0
After a month use: pros - Amazing battery - No heating issues - Good build quality - light weight - Snappy and no lagging issues - Money worth - Sound with MI headphones is amazing cons - Camera quality (but comparing with the price - it's ok) - Speakers nt upto the mark	9	0	1	1	1	1	1	1
Good mobile and value for money. But sim card slot is off poor quality and it's trouble some to open it.	2	1	0.666666667	1	1	0	0	0
wow so sweet  Pros: Excellent battery as usual and camera is good in redmi phones Good screen to body ratio Gold varient looks damm slim and good Cons: Mobile is all set but the usb cable supplied with mobile is too short. hangs alot and heating while charging an too delicate	8	1	0.888888889	1	1	1	1	0
Redmi note 5 is very beautiful smart phone awesome battery backup unbelievable functions available in that phone. But in my phone some technical problem . I wish that is resolve as early possible.	0	1	0	0	0	0	0	0
worth every single penny Pros: Excellent battery as usual and camera is good in redmi phones Good screen to body ratio Gold varient looks damm slim and good good for pubg players Cons: Mobile is all set but the usb cable supplied with mobile is too short. hangs alot and heating while charging an too delicate	8	1	0.888888889	1	1	1	1	0
Nice cool product from MI	0	1	0	0	0	0	0	0
quality product very happy	0	1	0	0	0	0	0	0
This device sound quality is very very awesome and very loud. bigger display good procsore nice device.Pros: Excellent battery as usual and camera is good in redmi phones Good screen to body ratio Gold varient looks damm slim and good Cons Mobile is all set but the usb cable supplied with mobile is too short. hangs alot and heating while charging an too delicate	8	1	0.888888889	1	1	1	1	0
"Awesome phone...Smooth and elegant design. No matter anyone says, this phone is completely different than note 4...camera is better than note 4 ...no heating issue ...battery is great..can run multiple apps at same time and doesn't lags...only con I've noticed is the notification light which has only one colour. despite big screen, the phone is easy to hold and very beautiful to look at. flipkart did a good job this times.."	7	1	0.875	1	1	1	1	0
Xiaomi has given a usb cable so short that it is difficult to charge. Unfortunately it is very short compare to Redmi Note 4. Which type of upgradation ??? Rest is OK. Value for money.	5	1	0.833333333	1	1	1	1	0
Nice pic.....	1	0	1	1	1	1	1	1
"I've been using this phone since a week now and it still gives me chills. I must say, this is a terrific launch by Xiaomi. It has great display, battery is too damn good, it operates very smooth and overall its most ideal phone you can get in this budget. Though, the camera section could have been better. But otherwise this is a good phone. Don't have second thoughts if you're planning to buy it."	6	1	0.857142857	1	1	1	1	0
Excellent for our budget ... good performance ... More than 1 day battery superb ... Miui9 amazing ...if network supports like dual 4g or volte this model is No.1 ... anyhow satisfied guarantee .	4	1	0.8	1	1	1	1	0
Mobile is good overall. but battery drain very much as it has 4000 mAH capacity. full battery charger time is too much around 2-3 hours. May be battery drain issue will resolve after getting upgrade of Oreo 8.1 version... Pros: Excellent battery as usual and camera is good in redmi phones Good screen to body ratio Gold varient looks damm slim and good Cons: Mobile is all set but the usb cable supplied with mobile is too short. hangs alot and heating while charging an too delicate	8	1	0.888888889	1	1	1	1	0
"Fantastic looks, handy, awesome battery that lasts 48 hours, beautiful , vivid, strainless display. Feels lighter than its weight. What more do you need? Pros: Excellent battery as usual and camera is good in redmi phones Good screen to body ratio Gold varient looks damm slim and good Cons: Mobile is all set but the usb cable supplied with mobile is too short. hangs alot and heating while charging an too delicate"	8	1	0.888888889	1	1	1	1	0
Nice phone low cost delivery- 9/10 mobile interface- 10/10 speaker- 11/10 phone performance- 10/10 camera and features- 10/10	6	1	0.857142857	1	1	1	1	0
fantastic phone Pros: Excellent battery as usual and camera is good in redmi phones Good screen to body ratio Gold varient looks damm slim and good good for pubg players Cons: Mobile is all set but the usb cable supplied with mobile is too short. hangs alot and heating while charging an too delicate	8	1	0.888888889	1	1	1	1	0
"Just best of 2K18 under 15000 rs. Wow features, Camera Premium feel go for it!!! Best service provide by Flipkart all time best battery dont dry out even when we play pubg but not for rough use "	4	1	0.8	1	1	1	1	0
Super mobile	0	1		0	0	0	0	0
Awesome phone.!! the display looks amazing.. screen resolution is good... watching videos in this phone is a new experience altogether.. Battery back up is good.. camera is OK... when you zoom in the the image get pixelated.. front camera is good loaded with beauty mode(good for ladies)good camera as well as battery.Built quality is premium... Mi good job	5	1	0.833333333	1	1	1	1	0
GOod	0	1	0	0	0	0	0	0
Very Good....No heatinfg problem	0	1	0	0	0	0	0	0
very good phone and very fast delivery by ekart Pros: Excellent battery as usual and camera is good in redmi phones Good screen to body ratio Gold varient looks damm slim and good Cons: Mobile is all set but the usb cable supplied with mobile is too short. hangs alot and heating while charging an too delicate	7	1	0.875	1	1	1	1	0
Mobile was super..But.. Mobile box is some how. Broken..	1	2	0.333333333	0	0	0	0	0
my first order. I was able to order because flipkart provided me with no cost emi option of hdfc bank credit card. thank you for the efforts and options flipkart. also I got the product within 24 hours without extra payment.	6	1	0.857142857	1	1	1	1	0
Good Product. Undoubtedly anyone go for REDMI NOTE 5. Fat Delivery.	2	1	0.666666667	1	1	0	0	0
Best phone #ever Pros: Excellent battery as usual and camera is good in redmi phones Good screen to body ratio Gold varient looks damm slim and good good for pubg players Cons: Mobile is all set but the usb cable supplied with mobile is too short. hangs alot and heating while charging an too delicate	8	1	0.888888889	1	1	1	1	0
Fast delivery..nd also gud product i purchased from Flipkart	3	1	0.75	1	1	1	0	0
look is best but camera is not good	3	1	0.75	1	1	1	0	0
Nice and I am very happy but I want note 5 pro it's not order due to out of stock without sale	3	1	0.75	1	1	1	0	0
Being failed to puchase note 5 pro on flash sale bought this one ; but all this is also a nice smartphone	3	1	0.75	1	1	1	0	0
Mobile looks more decent than how it appears in picture. after using it for two weeks what I found is 1. Good battery back up. 2. very rarely touch irritates 3. camera picture quality is good 4. over all value for money	7	1	0.875	1	1	1	1	0
I am very much happy with this phone its performance nice camera is also good its front selfie is very nice but heating issu is still running when its charged but still im happy its my first mi phone i used 4gb model but some time its lag if you want to buy it then buy 4gb model or if you want good camera then go for the pro verson..	6	1	0.857142857	1	1	1	1	0
1. DSLR like camera. 2. Front facing flash. 4. MI Remote for all company DTH and TVs. 5. Inbuilt rare apps. 6. Dolby sound speakers. 7. Light weight. 8. Long lasting battery. 9. Own customized option. 10. fastest NET speed. Not only above all but also so many features are available on this smart Android. anybody can buy this phone without any hesitation.	9	1	0.9	1	1	1	1	1
Display size 5.99 inch but when we play videos it acts like 5.5 inch display	2	1	0.666666667	1	1	0	0	0
Nice functions and looking so good	2	1	0.666666667	1	1	0	0	0
smart look.. genuine Mobile pros - Amazing battery - No heating issues - Good build quality - light weight - Snappy and no lagging issues - Money worth - Sound with MI headphones is amazing cons - Camera quality (but comparing with the price - it's ok) - Speakers nt upto the mark	8	1	0.888888889	1	1	1	1	0
amazing good looking and very smooth running phone battery performance is very good what's a phone? Flipkart delivery is very good and fast. thanks	2	1	0.666666667	1	1	0	0	0
It's worthful for money. The features of Redmi note 5 is awesome n very little differences between Redmi note 5 and Redmi note 5 pro. The camera is tooooo good n overall pack of Redmi note 5 is cheerful. I'm welcoming the new comers who is searching for under 10k and battery backup very muh . My hearty Thanks to Flipkart who's shown me this awesome mobile. So I'm giving rate for this mobile is 4.5 * . - Anand vengadesh Boopathy.S. - Hat's off my Redmi 	7	1	0.875	1	1	1	1	0
My sister bought this... though I initiated the process for booking. Don't have to say anything about the device bcoz can't ask for more at this price...it's amazingly good phone. My sister is also very happy... after having this device. thnqq mi for always delivering promising device...and Flipkart for making this possible	4	1	0.8	1	1	1	1	0
awesome product Pros: Excellent battery as usual and camera is good in redmi phones Good screen to body ratio Gold varient looks damm slim and good good for pubg players Cons: Mobile is all set but the usb cable supplied with mobile is too short. hangs alot and heating while charging an too delicate	8	1	0.888888889	1	1	1	1	0
Very Good and fast delivery and delivery boy good help me 	3	1	0.75	1	1	1	0	0
"So here's my review. Tried for Note 5 pro for 4 weeks couldn't get it. I wanted it because of higher processor,dual rear camera,front 20MP flash cam but had to settle for note 5.But Note 5 is good if not awesome.The pros which i could mention are not about the specifications because you can find them on the website but my usage pros.My god this phone is slim and good at hand.I was afraid of 6 inch mobiles as they have risk of looking like tablets but this one piece is a magic in hand.I hate back covers for mobile as they increase the thickness but even with back cover this is slimmer than a lot of nonsense mobiles out there.The camera is good and will do. 4k recording capable. Coming to color again i had to settle for gold as nothing was available but again i was shocked to see the piece in original as it is lot more beautiful than all the pictures available. Coming to battery my previous phone( asus zenfone 2) which was a huge disaster and i thought not to buy flagship phones in budget as screen blinkering problem after 4 months,battery disaster if used lightly battery lasting 9 hours if used heavily lasting 3 hours and if left unused 12 hours what a nonsense and then i got note 5 woow using heavily from past 24 hours but this battery still at 37% i am really in love and feels now i have a real smartphone which could last also The phone dosent have any useless apps but comes with inbuilt useful apps such as screen recorder. I was thinking i will use this phone until i get hold of redmi note 5 pro and sell this piece for lower amount to someone else but oh boy this phone got my heart. Finally i would simply say i love this phone"	12	1	0.923076923	1	1	1	1	1
"Good product. Working properly.. only problem is that it hangs sometimes, even out of the box. Speed isnt as much as expected. And camera much below expectations Pros: Excellent battery as usual and camera is good in redmi phones Good screen to body ratio Gold varient looks damm slim and good good for pubg players Cons: Mobile is all set but the usb cable supplied with mobile is too short. hangs alot and heating while charging an too delicate"	8	1	0.888888889	1	1	1	1	0
good device . people who r going behind redmi note 5 pro did not realised that this phone is capable of handling everything . only twin camera wpuld not complete all the desires from redmi to the user . giant screen has a better look and feel but usability wise it is still 0 . no video can occupy everything its a sad part of android though. Well done xiaomi ....i liked note 5 . thank u .	6	1	0.857142857	1	1	1	1	0
After 7 days use of Redmi note 5 phone l must say that this is the best price phone in this budget. Super fast processing speed. Stunning camera. Superb quality display. Super quality battery backup. Sound quality very good. Overall this phone is very good and worth of money. Thank you Flipkart for very fast delivery.	7	1	0.875	1	1	1	1	0
"Its slim and even in black its rocking. M just hoping for zero issues with battery unlike note 4. Camera quality is very good , they have worked in display area. My phone is much faster than other phones in this range. Must try phone. Sasta Sundar aur Tikau should be mi's tagline"	8	1	0.888888889	1	1	1	1	0
the camera is not too good and not too bad it has decent one and at first the phone was having a little bit lag and after the update it was fine. good one under the 12k mark	4	1	0.8	1	1	1	1	0
"No two words about the quality of the product, amazing battery backup, smooth, no heating,slim camera quality...Awesome screen - a complete value for money."	10	1	0.909090909	1	1	1	1	1
I am very much happy with this phone its performance nice camera is also good its front selfie is very nice but heating issu is still running when its charged but still im happy its my first mi phone i used 4gb model but some time its lag if you want to buy it then buy 4gb model or if you want good camera then go for the pro verson.. Its my honest review thank you..!	9	1	0.9	1	1	1	1	1
Marvelous	0	2	0	0	0	0	0	0
Excellent service from Flipkart! The phone was delivered in less than 24 hours time. The phone looks good with big screen. However the front camera isnt impressive. And neither is the processor very fast. No other issues after two days pf usage. Overall satisfactory performance by redmi note 5	4	1	0.8	1	1	1	1	0
Awesome great mobile phone camera super delivery very fast good job thanks to Flipkart	2	1	0.666666667	1	1	0	0	0
This is a very average phone made using sub standard components for Indian market by the Chinese Slow while using multiple apps even with 4 GB RAM. Scrolling websites is slow and keeps hanging. 55 GB of space on start Good battery. 12 to 13 hours of video playtime. re installed apps Good camera Average display though a very large screen.	1	1	0.5	1	0	0	0	0
Phone looks awesome.light weight.no heating issues.good battery back up. But camera is very very worst.both front and back camera clarity looks like 2 mp camera or VGA.didnt expect from MI for this camera in this price range.will get better camera phone in 7 to 8 k range .kindly fix this camera issues	3	1	0.75	1	1	1	0	0
Thanks you fast Delivery with in 20 hours	0	1	0	0	0	0	0	0
Value for Money Mobile... 5* awsome device Only coz of USB wire which are provided are very very short i have given 4* otherwise it has an awesome display with 18:9 display & good spec too...	7	1	0.875	1	1	1	1	0
"Best phone at this price build quality is great fully curved design, display looks awesome, battery backup is good, but camera is not good"	1	3	0.25	0	0	0	0	0
I receive first phone that was faulty volume button not working properly but seller give me replacement and I say this is nice device and I give 5 star for that replacement. 2-3 time I receive faulty product but each time Flipkart give me the replacement for that very honestly. I love Flipkart this is my favourite e commerce site. Talking about device the device working perfectly still I use and give you update about that.battery is very nice.smooth gaming better than note 5 pro because note 5 pro battery backup is not good SD 636 is not battery ifficient processer. SD 625 is old but still is gold 10000 varient is value for money. I highly recommended this for gaming and battery backup.4000mah battery is tank and this battery is better than note 5 pro and note 4 as I see a video on YouTube.mi use SD 625 in note 5 again because this is battery ifficient processer as I say again and again.you dont believe me so you watch geeky Ranjit's note 5 and note 5 pro video . I like note 5 black very nice	9	1	0.9	1	1	1	1	1
"Good, Value for money, better than note 4, less wight, slim. But both front and back cameras are not upto mark. Overall good."	3	1	0.75	1	1	1	0	0
Very good	0	1	0	0	0	0	0	0
"Beautiful..really a winner, crisp display, extraordinary fast, only needs improvement in camera section, super duper mobile, no lag in any application..hands up for xioami..Go for any variant...u will love it.."	3	1	0.75	1	1	1	0	0
This is a first got smart phone in my life and A wonderful Smart mobile and Big feature is available Here ...bt has some issues hangs very much and gets heat up when charging and the screen is  very delicate	7	2	0.777777778	1	1	1	0	0
Value for money Osm product as expected from Mi .I am already using redmi note 4 and got an perfect update to new one and good service by Flipkart got the product in two days Phone looks very good .Camera performance is good both front and rear Very sleek design Liter than redmi note 4 Full view display is osm Phone is similar to my note 4 in length Battery is better than note 4 Both Sim slot working good Not found any heating issue in this after heavy usage Sound quality is good	10	1	0.909090909	1	1	1	1	1
Update after 3 months of usage Using the mobile for about 3 months..Superb mobile at this price range. Lets see pros and cons of the mobile. PRO S: 1.Battert 4000 mah battery last long.(9/10). 2.Display 18:9 looks perfect and too it has FHD+ display viewing angles are excellent(9/10). 3.Snapdragon 625. bit a old processor but not a bad processor.but handles all apps and heavy games flawless(8/10). 4.Miui 9.5 with full screen gestures...u will not go back to on screen buttons after using full screen gestures. 5.MIUI 10 is loading..... with miui 10 u can take portrait shots with single camera... 6.Camera performance is good but not excellent(7/10)  CON S:1.No usb type c cable. 2.No fast charging. 3.Same chipset used in redmi note 4.	2	0	1	1	1	1	1	1
Awesome phone with awesome build quality..More crispier photos	3	1	0.75	1	1	1	0	0
Really fast got the phone in a day which was quite surprising as there was a huge demand for the handset even the way it was delivered (The packaging n all was nice) Besides was even happy to receive a case with it	0	1	0	0	0	0	0	0
"It is the best phone in this price.awsome design.gd battery backup,decent camera.a good package in this price. Its a gre successor of redmi note 4.inhand feel is also good."	5	1	0.833333333	1	1	1	1	0
Nice quality and delivery are vary fast	0	1	0	0	0	0	0	0
Awesome phone.	0	1	0	0	0	0	0	0
Phones battery is draining fast though it's being advertised that it's long lasting. Charging too takes bit longer. When raised a return for replacement helpdesk provided routing steps which included factory reset and turning on battery saver. No value for money it's paid hype and marketing tactics to sell a poor product at market value.	1	1	0.5	1	0	0	0	0
Phone is very good & Flipkart service is very good & product is also good.	3	1	0.75	1	1	1	0	0
Awesome Phone at Awesome price ! Great value for money ! The looks of the phone is killing ! Great features and very good camera too I must say ! Feeling proud to have it delivered in just 2 days from the first sale 	3	1	0.75	1	1	1	0	0
Well packaged Quality improved Free back cover included that's also in good quality	3	1	0.75	1	1	1	0	0
"Waste mobile plse dont buy in flipkart,10 days replacement policy is worest ,they does not cover any issues their selling products,plse dont buy in flikart go amezon or another resources only ,dont use to buy in flikart ,i am faced many prblms in this mobile the flikart people does not care about it so dont buy in this"	5	2	0.714285714	1	1	1	0	0
"I bought this mobile on big billion days of Flipkart. but I received this mobile yesterday only. coming to Mobile - camera is very poor, battery dried with in 5 hours (100%) without any browsing. and speed of mobile also little bit slow. I thought that this is not worthy for that money. so my rating for this product 1 star."	8	2	0.8	1	1	1	1	0
my phone is not working properly .....while the voice is not clear ...I m facing this problem when I hv receive the phone earlier it was less ...not toh I cant talk to anyone....please change the headset	4	1	0.8	1	1	1	1	0
Hi got my redmi note 5 yesterday...... Its looks very stylish and proffesional look.. Iam disappointed in its camera...front camera is poor....back cam is affordable....other features are still good...if u guys looking for camera dont buy this....just move to note 5 pro	2	3	0.4	0	0	0	0	0
average quality Pros. Camera 7/10 Processor 8/10 Selfie 7/10 Battery 9/10 Cons:- Android 7.0 Old looking Dual camera not available dual 4 g volte not available	7	1	0.875	1	1	1	1	0
This phone is amazing bcz it phone quality check battery backup really good i am using but no orio update camera quality toatlly very very good 20 mp DSLR front and rear camera 20 rear in natural quality veiw sim slot as normal but charger is disappoint old micro slot and slow charger not type C wire slot. Proccesser fastest photo cllikking very fast in just 1.10 sec no warm during using internet in 4G net. Camera look as iphone but it can scratch on camera bcz of thick hump like can not put table.	9	1	0.9	1	1	1	1	1
"Hybrid slot,there is no quick charge are disappoint us.heated when connect to wifi on first day itself"	6	2	0.75	1	1	1	0	0
"Network problem, maximum time my cell is not reachable due to network problem, i have changed sim card and all settings. But problem not solved. Waiting for refund amount from flipkart. This was not accepted from flipkart.. They send nontechical person flipkart cheated me and rejected my return"	1	2	0.333333333	0	0	0	0	0
superb phone but only lights heats on charge and phone is very fast also camera also perfect selfi very gud charging excellent totally value for money in high future for less money very awesome phone	5	1	0.833333333	1	1	1	1	0
"nice phone, nice touch, nice display with nice cameras. I used Redmi note 3 before. it's a good and budget phone. choose 64 GB of internal memory."	5	2	0.714285714	1	1	1	0	0
"nice product value for money, the only difference between note & note pro is pro snapdragon 625 in note 2ghz speed snapdragon 636 in pro 1.8ghz speed and the camera dual real camera in pro but, if a camera doesn't matter for you then u go with the redmi note 5... i have gifted this to my husband he is really happy with this mobile. battery backup 99% good. it's just an suggestion don't waste your precious time for redmi note 5 pro because myself too waited for pro long time..good camera and slim phone looks sexy"	5	1	0.833333333	1	1	1	1	0
mobile is nice looking and slimmer than honor 7x.Creating MI account problems and others.UI is not user friendly.Battery is good and camera is average.Honor 7x is better than MI redmi note 5 bt hangs very much and gets heat up when charging and the screen is  very delicate	7	1	0.875	1	1	1	1	0
This phone is absolutely good and deserves 5 star but the reason I'm giving 1 star is because of the flash sale of note 5 pro originally I wanted to buy 5 pro but I wasn't able to buy it I tried thrice in three different flash sale and I wanted the phone urgently so had buy this note 5	3	1	0.75	1	1	1	0	0
Very bad	0	1	0	0	0	0	0	0
very poor camera quality. Battery life is ok. build quality is so so. overall not a value for money phone. camera very poor. ram management is not good. phone hanging very much	4	1	0.8	1	1	1	1	0
"very fast delivery,nice Flipkart. nice Mobile  very good battery backup good screen hd+ very fast work  camera ok. sound nice"	4	1	0.8	1	1	1	1	0
Recently i buy this Mi note 5 4G/64G model Rs-11999 if you do need dual camera do not go for note pro you ideal for regular user 625 processor was well good enough for regular casual user but sound quality was not good as MiA1 quality of sound was not very good and headphone jack problem with this mi derive also again mi note 5 headphone jack please sloved this headphone jack not fit with any headphone properly but overall this smartphone is ok Mi note 5. camera nice battery backup mst slim desif=gn good for gamers such as pubg player	8	1	0.888888889	1	1	1	1	0
charger is worst when put charging the charger was very heated	3	1	0.75	1	1	1	0	0
"superb phone. working fine without any issues. touch, finger print unlock very fast. 4GB RAM enough for my additional applications. after installing additional applications 1.8GB RAM still free. remote application very helpful. rarely I am using camera so no complaints about camera. battery backup superb. 1&1/2 day battery backup I am getting (24/7 Bluetooth, wifi, GPS ON). more than enough this phone under 12k. after update mi updates its working smoothly. no lags."	6	1	0.857142857	1	1	1	1	0
beautiful mobile but some not clearty in camera- 10/7 ./ and battery backup 10/8	6	1	0.857142857	1	1	1	1	0
redmi note 5 is the best mobile for me......	2	1	0.666666667	1	1	0	0	0
I was earlier using gionee which is of 1GB Ram so i wanted to boost upto. 3GB or 4 GB ram mobile... I was in dilemma for purchasing mobile... I was confused between motog5 plus and honor... Finally thought of going with redmi 5A which is worth for money.... Suddenly found this awesome mobile launched... Then checked its features it was comparatively good with motog5 plus.... Some of my frienda got motog5 plus in clearance sale which had heating issue... So decided to go with this. Camera way far good... 8/10 good thing is even at low battery flash works Front camera 8/10 Battery 10/10 as this one stands for 2 days with full internet usage... Earlier my gionee would at the end of the day.... You guys can imagine i watched a entire movie when it was just 13% aand still it spared charge for me... Performane- top class.. 9/10 I installed around 60+ apps to check if it hangs.... None i faced so far Screen clarity- 9/10 best as I have stopped uaing my tablet for watching videos... Full screen mode gives you a great feel Sound clarity-8/10.. It is excellent when on head phones... When on speaker... You will feel some noise for intense musics Touch-9/10 Smooth and silk And rich features of mi 9.5 is good... Added features like screen recording with sound helps me record live matches... Movies... Videos... Music... That is wow And google assisstant has made my work so easy and hassle free Rich notes with features of adding photos and much more is one great usage for me Split screen option is good as the screen size is bigger... Overall it is 9/10 worth for money If you are in oscillation go for it guys... It is best in market I am ordering one more in next sale Note: kindly buy a shock proof case if your handling is hard...i have dropped it 3 times but no issues working fine.... Loving it guys	2	0	1	1	1	1	1	1
Truly a good phone with good in-hand experience. A budget phone with premium touch. Some of the pros and cons are- Pros- Great looks Sound quality also fab even with one speaker Fingerprint sensor is very fast Good RAM management Cons- Picture quality is not that good in low lighting conditions No fast charger	8	1	0.888888889	1	1	1	1	0
"What a value for money product from Xiaomi. Truly a marvellous piece. I ordered this product on 28 Feb 2018 and got the same delivered on 7 March 2018. The delay may be due to holi holidays in between nevertheless the service and packaging of the product was very good. My brief analyses on the product:  Display: 10/10 Performance: 9/10 Battery: 9.5/10 Durability: 9/10 Sensors: 9/10      Overall it's a value for money product which includes all important sensors, 6 inch display, 2 full days battery for moderate user, gorilla glass, superb display etc. Regarding android Oreo, it will get the update soon. So guys do purchase it, as it a great surprise from Xiaomi.. And thank you flipkart for your superb service."	9	1	0.9	1	1	1	1	1
"This is a must buy phone for all mobile lovers under 12k...This is d best.....Camera is good enough.....Battery backup is better than note 5 pro....I m happy after using it for two days,,hope I will be happy for long... CHEERS to REDMI NOTE 5"	5	1	0.833333333	1	1	1	1	0
"Amazing smartphone at the 12K price segment. I know RN5 Pro is better but this is not bad either. I was out of cellphone, so was need it badly, though attempted three flash sales to get RN5 Pro, didn't get so opted out and got this RN5. As of now, no lagging or heating issue if you throw anything on it. RAM management has been improved a lot. UI is fast and lag free, though, Initially felt lagging but after 1.5GB Update, it butterly smooth..... If you can afford waiting and can bear months of flash sales then go for Pro variant, else go for RN5, which is not a bad option at all even if you are multitasker and gamer like me...... Hope this helps.... I used RN3 for the past two years, comparing that: this is far better, display, UI, RAM management, etc etc.......slim phone full on battery backup"	14	1	0.933333333	1	1	1	1	1
"Best phone under budget Price segment,never seen any other phone with same configuration with in this price range. Display is Good 9/10 Battery Awesome 10/10 Camera is good 7/10"	2	0	1	1	1	1	1	1
Truly a good phone with good in-hand experience. A budget phone with premium touch. Some of the pros and cons are- Pros- Great looks  Sound quality also fab even with one speaker Fingerprint sensor is very fast Good RAM management Cons- Picture quality is not that good in low lighting conditions No fast charger	2	0	1	1	1	1	1	1
chains phone and very poor pixel pictures not hd movie not good	2	1	0.666666667	1	1	0	0	0
So far .... A fantastic phone . The screen size is effective . Touch is perhaps slightly enhanced than Note 4 . Over all ++. MI should really throw in their original headphones now with their smartphones .	4	2	0.666666667	1	1	0	0	0
This Is awesome mobile ...I ever had..... one problem no insurance here....but it available in mi store Pros: Excellent battery as usual and camera is good in redmi phones Good screen to body ratio Gold varient looks damm slim and good good for pubg players Cons: Mobile is all set but the usb cable supplied with mobile is too short. hangs alot and heating while charging an too delicate	8	1	0.888888889	1	1	1	1	0
Just amazing very good configuration nice work done by redmi only camera could have been more better in this price range compared to other phones in this range overall nc in this price	4	1	0.8	1	1	1	1	0
buy redmi note 5 pro instead of redmi note 5.because redmi note 5 is just similar to redmi note 4 little bit hardware change is there. Pros: Excellent battery as usual and camera is good in redmi phones Good screen to body ratio Gold varient looks damm slim and good good for pubg players Cons: Mobile is all set but the usb cable supplied with mobile is too short. hangs alot and heating while charging an too delicate	8	1	0.888888889	1	1	1	1	0
"exilent mind blowing mobile very fast speed Battery backup is very good , camera quality is good"	4	1	0.8	1	1	1	1	0
camera is average not fast charging heating issue heavy weight battery is just ok not outstanding	3	1	0.75	1	1	1	0	0
"Home,Menu,Back button not available on bottom side so we can't see any notification light. Like Red Mi Note 4..it is available directly on touch screen pannel..it is a very bad experience that I had ."	4	1	0.8	1	1	1	1	0
"Software problem when both sim are insert.0nly one sim is properly working this phone ,hence bad performance the phone."	3	1	0.75	1	1	1	0	0
phone is awsm display is excellent battry is powerhouse hnn charging speed is also good overall v good device........	3	1	0.75	1	1	1	0	0
"Within first 6 months, this phone started behaving wierd. Messages dont open and when we got it rectified calls are getting dropped. An absolute waste of money. My wife has a redmi note 4 which is really good but this one is not."	4	1	0.8	1	1	1	1	0
"Awesome mble.. i bought this one and 2 yrs pased away bt still it working very gd.. battery life is also gd there is no prblm to face. Simly gd, value for money"	4	1	0.8	1	1	1	1	0
After use the phone use to bend this is the biggest problem with redmi phone	1	1	0.5	1	0	0	0	0
Get hot and hangs a lot	8	1	0.888888889	1	1	1	1	0
Mobile is still working...I'm fully happy with this mobile and value for money	1	1	0.5	1	0	0	0	0
It's a very good product I am very happy for getting more than my expectations	1	1	0.5	1	0	0	0	0
Very happy with redmi	0	0	0	0	0	0	0	0
Good	0	0	0	0	0	0	0	0
Excellent 	0	0	0	0	0	0	0	0
super.....	0	0	0	0	0	0	0	0
good...but with the advancement in technology it tends to lose the race	3	1	0.75	1	1	1	0	0
"do not buy these phones!! we have baught 2 phones and for both the phones, phone got dead..not even switching on.."	3	1	0.75	1	1	1	0	0
Excellent product for its time. Loved the features that it provides for the price. The processor is quite fast and works like a charm. Camera is very good and even the display is quite good. Loved the finish of the product and it looks good especially the gold variant. Used it for 3 years before it was stolen. Upgrade to the latest model from the Redmi series but it is a good series and one can trust a product from this line-up.snapdragon 	3	0	1	1	1	1	1	1
best phone under 12000 in 2018. camera is good and the battery is like beast . snapdragon has made its performance like better . I have no words for the software of phone that is MIUI 10	3	0	1	1	1	1	1	1
"in just a year battery backup performance is not so good,. my phone going off in every half hour ,it is charged by 50% still get off sudden without any notification. other qualities are good except battery backup things."	4	1	0.8	1	1	1	1	0
"i bought it for my dad, ani he love it very much, camera was really good,, big thumbs up from me "	2	1	0.666666667	1	1	0	0	0
speaker got damaged after one year. overall good	3	1	0.75	1	1	1	0	0
as usual best products and fastest delivery	0	0	0	0	0	0	0	0
"body is extremely weak, it got band three times in a year and there was yellow scratch inside display...bought heavy covor to protect phone....really weak body"	4	1	0.8	1	1	1	1	0
Performance is up to the specifications Camera does not work great in dim lighting Display is awesome	4	1	0.8	1	1	1	1	0
It's been more than a year and it's working perfectly fine!	1	1	0.5	1	0	0	0	0
review after use of 17th month of this mobile. unbeatable mobile phone in market.best thing of this mobile is battery backup.... awesome..12 hours still using on full battery charge. it's 7 star products.	4	1	0.8	1	1	1	1	0
"It's been almost a year i have been using this phone, works totally good no damages internal or external everything is all good battery performance is best not degraded yet i have so many things in it. Works awesome. The service is also good."	4	1	0.8	1	1	1	1	0
Tooo good phone and their performance is also amazing also thanks to flipkart to available very easy fastly	1	1	0.5	1	0	0	0	0
Charger cable is not in good condition. within 6 months it becomes useless.	1	1	0.5	1	0	0	0	0
"It's very good products, I like it i love it Also the save the money"	1	1	0.5	1	0	0	0	0
"Thank you Flip kart, very fast delivery, good packaging, very good product. I like it."	0	1	0	0	0	0	0	0
